level,trim_-2.0,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_2.0,trim_3.0,trim_4.0,trim_5.0,trim_6.0,trim_7.0,trim_8.0
6.46,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04346,-0.06546,-0.08746,-0.10946,-0.13146,-0.15392,-0.17637999999999998
6.47,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043469999999999995,-0.06547,-0.08746999999999999,-0.10947,-0.13147,-0.15394,-0.17640999999999998
6.48,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04348,-0.06548,-0.08747999999999999,-0.10948,-0.13148,-0.15395999999999999,-0.17643999999999999
6.49,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043489999999999994,-0.06549,-0.08749,-0.10949,-0.13149,-0.15398,-0.17647
6.5,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.0435,-0.0655,-0.0875,-0.1095,-0.1315,-0.154,-0.1765
6.51,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04351,-0.06551,-0.08750999999999999,-0.10951,-0.13151000000000002,-0.15402,-0.17653
6.5200000000000005,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043519999999999996,-0.06552000000000001,-0.08752,-0.10952,-0.13152,-0.15404,-0.17656
6.53,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04353,-0.06553,-0.08753,-0.10953,-0.13153,-0.15406,-0.17659
6.54,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043539999999999995,-0.06554,-0.08753999999999999,-0.10954,-0.13154000000000002,-0.15408,-0.17662
6.55,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04355,-0.06555,-0.08754999999999999,-0.10955,-0.13155,-0.1541,-0.17665
6.5600000000000005,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043559999999999995,-0.06556000000000001,-0.08756,-0.10956,-0.13156,-0.15412,-0.17668
6.57,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04357,-0.06557,-0.08757,-0.10957,-0.13157,-0.15414,-0.17670999999999998
6.58,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043579999999999994,-0.06558,-0.08757999999999999,-0.10958,-0.13158,-0.15416,-0.17673999999999998
6.59,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04359,-0.06559000000000001,-0.08759,-0.10959,-0.13159,-0.15418,-0.17676999999999998
6.6000000000000005,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.0436,-0.0656,-0.0876,-0.1096,-0.1316,-0.1542,-0.17679999999999998
6.61,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043609999999999996,-0.06561,-0.08761,-0.10961,-0.13161,-0.15422,-0.17683
6.62,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04362,-0.06562,-0.08761999999999999,-0.10962,-0.13162000000000001,-0.15424,-0.17686
6.63,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043629999999999995,-0.06563000000000001,-0.08763,-0.10963,-0.13163,-0.15426,-0.17689
6.640000000000001,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04364,-0.06564,-0.08764,-0.10964,-0.13164,-0.15428,-0.17692
6.65,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043649999999999994,-0.06565,-0.08764999999999999,-0.10965,-0.13165000000000002,-0.1543,-0.17695
6.66,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04366,-0.06566,-0.08765999999999999,-0.10966,-0.13166,-0.15431999999999998,-0.17698
6.67,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04367,-0.06567,-0.08767,-0.10967,-0.13167,-0.15434,-0.17701
6.68,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04368,-0.06568,-0.08768,-0.10968,-0.13168000000000002,-0.15436,-0.17704
6.69,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04369,-0.06569,-0.08768999999999999,-0.10969,-0.13169,-0.15438,-0.17706999999999998
6.7,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043699999999999996,-0.06570000000000001,-0.0877,-0.1097,-0.1317,-0.1544,-0.17709999999999998
6.71,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04371,-0.06571,-0.08771,-0.10971,-0.13171,-0.15442,-0.17712999999999998
6.72,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043719999999999995,-0.06572,-0.08771999999999999,-0.10972,-0.13172,-0.15444,-0.17715999999999998
6.73,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04373,-0.06573,-0.08772999999999999,-0.10973,-0.13173,-0.15446,-0.17719
6.74,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043739999999999994,-0.06574,-0.08774,-0.10974,-0.13174,-0.15448,-0.17722
6.75,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04375,-0.06575,-0.08775,-0.10975,-0.13175,-0.1545,-0.17725
6.76,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04376,-0.06576,-0.08775999999999999,-0.10976,-0.13176000000000002,-0.15452,-0.17728
6.7700000000000005,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043769999999999996,-0.06577000000000001,-0.08777,-0.10977,-0.13177,-0.15454,-0.17731
6.78,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04378,-0.06578,-0.08778,-0.10978,-0.13178,-0.15456,-0.17734
6.79,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043789999999999996,-0.06579,-0.08778999999999999,-0.10979,-0.13179000000000002,-0.15458,-0.17737
6.8,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.0438,-0.0658,-0.08779999999999999,-0.1098,-0.1318,-0.1546,-0.1774
6.8100000000000005,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043809999999999995,-0.06581000000000001,-0.08781,-0.10981,-0.13181,-0.15462,-0.17743
6.82,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04382,-0.06582,-0.08782,-0.10982,-0.13182,-0.15464,-0.17745999999999998
6.83,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043829999999999994,-0.06583,-0.08782999999999999,-0.10983,-0.13183,-0.15466,-0.17748999999999998
6.84,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04384,-0.06584000000000001,-0.08784,-0.10984000000000001,-0.13184,-0.15468,-0.17751999999999998
6.8500000000000005,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04385,-0.06585,-0.08785,-0.10985,-0.13185,-0.1547,-0.17754999999999999
6.86,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043859999999999996,-0.06586,-0.08786,-0.10986,-0.13186,-0.15472,-0.17758
6.87,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04387,-0.06587,-0.08786999999999999,-0.10987,-0.13187000000000001,-0.15474,-0.17761
6.88,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043879999999999995,-0.06588000000000001,-0.08788,-0.10988,-0.13188,-0.15476,-0.17764
6.890000000000001,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04389,-0.06589,-0.08789,-0.10989,-0.13189,-0.15478,-0.17767
6.9,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043899999999999995,-0.0659,-0.08789999999999999,-0.1099,-0.13190000000000002,-0.1548,-0.1777
6.91,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04391,-0.06591,-0.08790999999999999,-0.10991,-0.13191,-0.15481999999999999,-0.17773
6.92,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04392,-0.06592,-0.08792,-0.10992,-0.13192,-0.15484,-0.17776
6.93,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04393,-0.06593,-0.08793,-0.10993,-0.13193000000000002,-0.15486,-0.17779
6.94,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04394,-0.06594,-0.08793999999999999,-0.10994,-0.13194,-0.15488,-0.17781999999999998
6.95,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043949999999999996,-0.06595000000000001,-0.08795,-0.10995,-0.13195,-0.1549,-0.17784999999999998
6.96,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04396,-0.06596,-0.08796,-0.10996,-0.13196,-0.15492,-0.17787999999999998
6.97,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043969999999999995,-0.06597,-0.08796999999999999,-0.10997,-0.13197,-0.15494,-0.17790999999999998
6.98,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.04398,-0.06598,-0.08797999999999999,-0.10998,-0.13198000000000001,-0.15496,-0.17794
6.99,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.043989999999999994,-0.06599000000000001,-0.08799,-0.10999,-0.13199,-0.15498,-0.17797
7.0,0.043,0.022,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.088,-0.11,-0.132,-0.155,-0.178
7.01,0.043,0.02199,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08800999999999999,-0.11002,-0.13203,-0.15503,-0.17804
7.0200000000000005,0.043,0.02198,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08802,-0.11004,-0.13206,-0.15506,-0.17808
7.03,0.043,0.02197,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08803,-0.11006,-0.13209,-0.15509,-0.17812
7.04,0.043,0.02196,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08804,-0.11008,-0.13212000000000002,-0.15512,-0.17815999999999999
7.05,0.043,0.021949999999999997,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08804999999999999,-0.1101,-0.13215000000000002,-0.15515,-0.1782
7.0600000000000005,0.043,0.021939999999999998,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08806,-0.11012,-0.13218000000000002,-0.15518,-0.17823999999999998
7.07,0.043,0.021929999999999998,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08807,-0.11014,-0.13221,-0.15521,-0.17828
7.08,0.043,0.02192,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08807999999999999,-0.11016,-0.13224,-0.15524,-0.17831999999999998
7.09,0.043,0.02191,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08809,-0.11018,-0.13227,-0.15527,-0.17836
7.1000000000000005,0.043,0.0219,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.0881,-0.1102,-0.1323,-0.1553,-0.1784
7.11,0.043,0.02189,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08811,-0.11022,-0.13233,-0.15533,-0.17844
7.12,0.043,0.02188,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08811999999999999,-0.11024,-0.13236,-0.15536,-0.17848
7.13,0.043,0.02187,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08813,-0.11026,-0.13239,-0.15539,-0.17851999999999998
7.140000000000001,0.043,0.021859999999999997,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08814,-0.11028,-0.13242,-0.15542,-0.17856
7.15,0.043,0.021849999999999998,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08814999999999999,-0.1103,-0.13245,-0.15545,-0.17859999999999998
7.16,0.043,0.02184,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08815999999999999,-0.11032,-0.13248000000000001,-0.15548,-0.17864
7.17,0.043,0.02183,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08817,-0.11034000000000001,-0.13251000000000002,-0.15551,-0.17868
7.18,0.043,0.02182,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08818,-0.11036,-0.13254000000000002,-0.15554,-0.17872
7.19,0.043,0.02181,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08818999999999999,-0.11038,-0.13257,-0.15556999999999999,-0.17876
7.2,0.043,0.0218,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.0882,-0.1104,-0.1326,-0.1556,-0.1788
7.21,0.043,0.02179,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08821,-0.11042,-0.13263,-0.15563,-0.17884
7.22,0.043,0.02178,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08821999999999999,-0.11044,-0.13266,-0.15566,-0.17887999999999998
7.23,0.043,0.021769999999999998,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08822999999999999,-0.11046,-0.13269,-0.15569,-0.17892
7.24,0.043,0.021759999999999998,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08824,-0.11048,-0.13272,-0.15572,-0.17895999999999998
7.25,0.043,0.02175,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08825,-0.1105,-0.13275,-0.15575,-0.179
7.26,0.043,0.02174,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08825999999999999,-0.11052000000000001,-0.13278,-0.15578,-0.17904
7.2700000000000005,0.043,0.02173,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08827,-0.11054,-0.13281,-0.15581,-0.17908
7.28,0.043,0.02172,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08828,-0.11056,-0.13284,-0.15584,-0.17912
7.29,0.043,0.02171,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08829,-0.11058,-0.13287000000000002,-0.15587,-0.17915999999999999
7.3,0.043,0.0217,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08829999999999999,-0.1106,-0.13290000000000002,-0.1559,-0.1792
7.3100000000000005,0.043,0.02169,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08831,-0.11062,-0.13293000000000002,-0.15593,-0.17923999999999998
7.32,0.043,0.021679999999999998,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08832,-0.11064,-0.13296,-0.15596,-0.17928
7.33,0.043,0.02167,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08832999999999999,-0.11066,-0.13299,-0.15599,-0.17931999999999998
7.34,0.043,0.02166,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08834,-0.11068,-0.13302,-0.15602,-0.17936
7.3500000000000005,0.043,0.02165,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08835,-0.1107,-0.13305,-0.15605,-0.1794
7.36,0.043,0.02164,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08836,-0.11072,-0.13308,-0.15608,-0.17944
7.37,0.043,0.02163,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08836999999999999,-0.11074,-0.13311,-0.15611,-0.17948
7.38,0.043,0.02162,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08838,-0.11076,-0.13314,-0.15614,-0.17951999999999999
7.390000000000001,0.043,0.02161,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08839,-0.11078,-0.13317,-0.15617,-0.17956
7.4,0.043,0.0216,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08839999999999999,-0.1108,-0.1332,-0.1562,-0.17959999999999998
7.41,0.043,0.021589999999999998,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08840999999999999,-0.11082,-0.13323000000000002,-0.15623,-0.17964
7.42,0.043,0.02158,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08842,-0.11084000000000001,-0.13326000000000002,-0.15626,-0.17968
7.43,0.043,0.02157,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08843,-0.11086,-0.13329000000000002,-0.15629,-0.17972
7.44,0.043,0.02156,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08843999999999999,-0.11088,-0.13332,-0.15632,-0.17976
7.45,0.043,0.02155,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08845,-0.1109,-0.13335,-0.15635,-0.1798
7.46,0.043,0.02154,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08846,-0.11092,-0.13338,-0.15638,-0.17984
7.47,0.043,0.02153,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08847,-0.11094,-0.13341,-0.15641,-0.17987999999999998
7.48,0.043,0.02152,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08847999999999999,-0.11096,-0.13344,-0.15644,-0.17992
7.49,0.043,0.02151,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08849,-0.11098,-0.13347,-0.15647,-0.17995999999999998
7.5,0.043,0.0215,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.0885,-0.111,-0.1335,-0.1565,-0.18
7.51,0.043,0.02149,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08850999999999999,-0.11102000000000001,-0.13353,-0.15653,-0.18004
7.5200000000000005,0.043,0.02148,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08852,-0.11104,-0.13356,-0.15656,-0.18008
7.53,0.043,0.02147,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08853,-0.11106,-0.13359000000000001,-0.15659,-0.18012
7.54,0.043,0.02146,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08854,-0.11108,-0.13362000000000002,-0.15662,-0.18016
7.55,0.043,0.02145,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08854999999999999,-0.1111,-0.13365000000000002,-0.15665,-0.1802
7.5600000000000005,0.043,0.02144,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08856,-0.11112,-0.13368000000000002,-0.15668,-0.18023999999999998
7.57,0.043,0.02143,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08857,-0.11114,-0.13371,-0.15671,-0.18028
7.58,0.043,0.02142,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08857999999999999,-0.11116,-0.13374,-0.15674,-0.18031999999999998
7.59,0.043,0.021410000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08859,-0.11118,-0.13377,-0.15677,-0.18036
7.6000000000000005,0.043,0.0214,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.0886,-0.11120000000000001,-0.1338,-0.1568,-0.1804
7.61,0.043,0.02139,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08861,-0.11122,-0.13383,-0.15683,-0.18044
7.62,0.043,0.02138,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08861999999999999,-0.11124,-0.13386,-0.15686,-0.18048
7.63,0.043,0.02137,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08863,-0.11126,-0.13389,-0.15689,-0.18051999999999999
7.640000000000001,0.043,0.02136,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08864,-0.11128,-0.13392,-0.15692,-0.18056
7.65,0.043,0.02135,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08864999999999999,-0.1113,-0.13395,-0.15695,-0.18059999999999998
7.66,0.043,0.02134,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08865999999999999,-0.11132,-0.13398000000000002,-0.15698,-0.18064
7.67,0.043,0.021330000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08867,-0.11134000000000001,-0.13401000000000002,-0.15701,-0.18068
7.68,0.043,0.021320000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08868,-0.11136,-0.13404000000000002,-0.15704,-0.18072
7.69,0.043,0.02131,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08868999999999999,-0.11138,-0.13407,-0.15707,-0.18076
7.7,0.043,0.0213,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.0887,-0.1114,-0.1341,-0.1571,-0.1808
7.71,0.043,0.02129,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08871,-0.11142,-0.13413,-0.15713,-0.18084
7.72,0.043,0.02128,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08872,-0.11144,-0.13416,-0.15716,-0.18087999999999999
7.73,0.043,0.02127,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08872999999999999,-0.11146,-0.13419,-0.15719,-0.18092
7.74,0.043,0.02126,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08874,-0.11148,-0.13422,-0.15722,-0.18095999999999998
7.75,0.043,0.02125,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08875,-0.1115,-0.13425,-0.15725,-0.181
7.76,0.043,0.021240000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08875999999999999,-0.11152000000000001,-0.13428,-0.15728,-0.18104
7.7700000000000005,0.043,0.021230000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08877,-0.11154,-0.13431,-0.15731,-0.18108
7.78,0.043,0.02122,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08878,-0.11156,-0.13434000000000001,-0.15734,-0.18112
7.79,0.043,0.02121,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08879,-0.11158,-0.13437000000000002,-0.15737,-0.18116
7.8,0.043,0.0212,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08879999999999999,-0.1116,-0.13440000000000002,-0.1574,-0.1812
7.8100000000000005,0.043,0.02119,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08881,-0.11162,-0.13443000000000002,-0.15743000000000001,-0.18123999999999998
7.82,0.043,0.02118,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08882,-0.11164,-0.13446,-0.15746,-0.18128
7.83,0.043,0.02117,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08882999999999999,-0.11166,-0.13449,-0.15749,-0.18131999999999998
7.84,0.043,0.02116,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08884,-0.11168,-0.13452,-0.15752,-0.18136
7.8500000000000005,0.043,0.021150000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08885,-0.11170000000000001,-0.13455,-0.15755,-0.1814
7.86,0.043,0.021140000000000003,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08886,-0.11172,-0.13458,-0.15758,-0.18144
7.87,0.043,0.02113,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08886999999999999,-0.11174,-0.13461,-0.15761,-0.18148
7.88,0.043,0.02112,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08888,-0.11176,-0.13464,-0.15764,-0.18152
7.890000000000001,0.043,0.02111,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08889,-0.11178,-0.13467,-0.15767,-0.18156
7.9,0.043,0.0211,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08889999999999999,-0.1118,-0.13470000000000001,-0.1577,-0.18159999999999998
7.91,0.043,0.02109,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08890999999999999,-0.11182,-0.13473000000000002,-0.15773,-0.18164
7.92,0.043,0.02108,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08892,-0.11184000000000001,-0.13476000000000002,-0.15776,-0.18168
7.930000000000001,0.043,0.021070000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08893,-0.11186,-0.13479000000000002,-0.15779,-0.18172
7.94,0.043,0.021060000000000002,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08893999999999999,-0.11188000000000001,-0.13482,-0.15782,-0.18176
7.95,0.043,0.021050000000000003,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08895,-0.1119,-0.13485,-0.15785,-0.1818
7.96,0.043,0.02104,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08896,-0.11192,-0.13488,-0.15788,-0.18184
7.97,0.043,0.02103,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08897,-0.11194,-0.13491,-0.15791,-0.18188
7.98,0.043,0.02102,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08897999999999999,-0.11196,-0.13494,-0.15794,-0.18192
7.99,0.043,0.02101,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.08899,-0.11198,-0.13497,-0.15797,-0.18195999999999998
8.0,0.043,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.066,-0.089,-0.112,-0.135,-0.158,-0.182
8.01,0.042989999999999993,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06601,-0.08902,-0.11203,-0.13504000000000002,-0.15806,-0.18206999999999998
8.02,0.04298,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06602000000000001,-0.08904,-0.11206,-0.13508,-0.15812,-0.18214
8.03,0.042969999999999994,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06603,-0.08906,-0.11209000000000001,-0.13512000000000002,-0.15818000000000002,-0.18220999999999998
8.040000000000001,0.04296,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06604,-0.08907999999999999,-0.11212,-0.13516,-0.15824,-0.18228
8.05,0.042949999999999995,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06605,-0.0891,-0.11215,-0.13520000000000001,-0.1583,-0.18234999999999998
8.06,0.04294,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06606000000000001,-0.08911999999999999,-0.11218,-0.13524,-0.15836,-0.18242
8.07,0.042929999999999996,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06607,-0.08914,-0.11221,-0.13528,-0.15842,-0.18248999999999999
8.08,0.04292,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06608,-0.08915999999999999,-0.11224,-0.13532,-0.15848,-0.18256
8.09,0.04291,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06609000000000001,-0.08918,-0.11227000000000001,-0.13536,-0.15854000000000001,-0.18263
8.1,0.042899999999999994,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.0661,-0.0892,-0.1123,-0.13540000000000002,-0.1586,-0.1827
8.11,0.04289,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06611,-0.08922,-0.11233,-0.13544,-0.15866,-0.18277
8.120000000000001,0.042879999999999995,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06612,-0.08924,-0.11236,-0.13548000000000002,-0.15872,-0.18284
8.13,0.04287,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06613000000000001,-0.08925999999999999,-0.11239,-0.13552,-0.15878,-0.18291
8.14,0.042859999999999995,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06614,-0.08928,-0.11242,-0.13556,-0.15884,-0.18298
8.15,0.04285,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06615,-0.08929999999999999,-0.11245000000000001,-0.1356,-0.1589,-0.18305
8.16,0.042839999999999996,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06616,-0.08932,-0.11248,-0.13564,-0.15896,-0.18312
8.17,0.04283,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06617,-0.08934,-0.11251,-0.13568000000000002,-0.15902,-0.18319
8.18,0.04282,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06618,-0.08936,-0.11254,-0.13572,-0.15908,-0.18326
8.19,0.04281,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06619,-0.08938,-0.11257,-0.13576000000000002,-0.15914,-0.18333
8.2,0.0428,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06620000000000001,-0.0894,-0.1126,-0.1358,-0.1592,-0.1834
8.21,0.042789999999999995,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06621,-0.08942,-0.11263000000000001,-0.13584000000000002,-0.15926,-0.18347
8.22,0.04278,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06622,-0.08943999999999999,-0.11266,-0.13588,-0.15932,-0.18354
8.23,0.042769999999999996,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06623,-0.08946,-0.11269,-0.13592,-0.15938,-0.18361
8.24,0.04276,0.021,0.011,0.0,-0.011,-0.022,-0.044,-0.06624000000000001,-0.08947999999999999,-0.11272,-0.13596,-0.15944,-0.18368
