level,trim_-2.0,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_2.0,trim_3.0,trim_4.0,trim_5.0,trim_6.0,trim_7.0,trim_8.0
0.22,0.0468,0.022,0.011,0.0,-0.01,-0.02,-0.037399999999999996,-0.051000000000000004,-0.0584,-0.0618,-0.061,-0.0588,-0.0552
0.23,0.0467,0.022,0.011,0.0,-0.01,-0.02,-0.0376,-0.051500000000000004,-0.0596,-0.0637,-0.0635,-0.061700000000000005,-0.058300000000000005
0.24,0.0466,0.022,0.011,0.0,-0.01,-0.02,-0.0378,-0.052000000000000005,-0.0608,-0.0656,-0.066,-0.0646,-0.0614
0.25,0.0465,0.022,0.011,0.0,-0.01,-0.02,-0.038,-0.052500000000000005,-0.062,-0.0675,-0.0685,-0.0675,-0.0645
0.26,0.0464,0.022,0.011,0.0,-0.01,-0.02,-0.0382,-0.053,-0.0632,-0.0694,-0.07100000000000001,-0.0704,-0.0676
0.27,0.0463,0.022,0.011,0.0,-0.01,-0.02,-0.0384,-0.0535,-0.0644,-0.0713,-0.07350000000000001,-0.0733,-0.0707
0.28,0.0462,0.022,0.011,0.0,-0.01,-0.02,-0.0386,-0.054,-0.0656,-0.0732,-0.076,-0.0762,-0.0738
0.29,0.0461,0.022,0.011,0.0,-0.01,-0.02,-0.0388,-0.0545,-0.0668,-0.0751,-0.0785,-0.0791,-0.0769
0.3,0.046,0.022,0.011,0.0,-0.01,-0.02,-0.039,-0.055,-0.068,-0.077,-0.081,-0.082,-0.08
0.31,0.045899999999999996,0.022,0.011,0.0,-0.0101,-0.0201,-0.0391,-0.0552,-0.0684,-0.0778,-0.0824,-0.0839,-0.0824
0.32,0.0458,0.022,0.011,0.0,-0.0102,-0.0202,-0.0392,-0.0554,-0.0688,-0.0786,-0.0838,-0.0858,-0.0848
0.33,0.0457,0.022,0.011,0.0,-0.0103,-0.020300000000000002,-0.0393,-0.055600000000000004,-0.0692,-0.0794,-0.0852,-0.0877,-0.0872
0.34,0.0456,0.022,0.011,0.0,-0.0104,-0.0204,-0.0394,-0.0558,-0.0696,-0.08020000000000001,-0.0866,-0.0896,-0.0896
0.35000000000000003,0.0455,0.022,0.011,0.0,-0.010499999999999999,-0.0205,-0.0395,-0.056,-0.07,-0.081,-0.088,-0.0915,-0.092
0.36,0.045399999999999996,0.022,0.011,0.0,-0.0106,-0.0206,-0.0396,-0.0562,-0.0704,-0.0818,-0.08940000000000001,-0.09340000000000001,-0.0944
0.37,0.0453,0.022,0.011,0.0,-0.0107,-0.0207,-0.0397,-0.0564,-0.0708,-0.0826,-0.0908,-0.09530000000000001,-0.0968
0.38,0.0452,0.022,0.011,0.0,-0.010799999999999999,-0.020800000000000003,-0.0398,-0.056600000000000004,-0.0712,-0.0834,-0.0922,-0.09720000000000001,-0.0992
0.39,0.0451,0.022,0.011,0.0,-0.0109,-0.020900000000000002,-0.0399,-0.0568,-0.0716,-0.08420000000000001,-0.0936,-0.09910000000000001,-0.1016
0.4,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.057,-0.072,-0.085,-0.095,-0.101,-0.104
0.41000000000000003,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.057100000000000005,-0.07229999999999999,-0.0855,-0.09570000000000001,-0.10220000000000001,-0.1056
0.42,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.0572,-0.0726,-0.08600000000000001,-0.0964,-0.1034,-0.10719999999999999
0.43,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.057300000000000004,-0.07289999999999999,-0.08650000000000001,-0.09709999999999999,-0.1046,-0.1088
0.44,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.0574,-0.0732,-0.08700000000000001,-0.0978,-0.1058,-0.1104
0.45,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.0575,-0.0735,-0.0875,-0.0985,-0.10700000000000001,-0.11199999999999999
0.46,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.057600000000000005,-0.07379999999999999,-0.088,-0.0992,-0.1082,-0.11359999999999999
0.47000000000000003,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.0577,-0.0741,-0.0885,-0.09989999999999999,-0.1094,-0.1152
0.48,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.057800000000000004,-0.0744,-0.089,-0.1006,-0.1106,-0.1168
0.49,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.0579,-0.0747,-0.0895,-0.1013,-0.11180000000000001,-0.11839999999999999
0.5,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.04,-0.058,-0.075,-0.09,-0.102,-0.113,-0.12
0.51,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.040100000000000004,-0.0581,-0.0751,-0.0902,-0.1025,-0.1136,-0.121
0.52,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.0402,-0.0582,-0.0752,-0.0904,-0.103,-0.1142,-0.122
0.53,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.0403,-0.058300000000000005,-0.07529999999999999,-0.0906,-0.1035,-0.1148,-0.123
0.54,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.0404,-0.0584,-0.0754,-0.09079999999999999,-0.104,-0.1154,-0.124
0.55,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.0405,-0.058499999999999996,-0.0755,-0.091,-0.1045,-0.11599999999999999,-0.125
0.56,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.040600000000000004,-0.0586,-0.0756,-0.0912,-0.105,-0.1166,-0.126
0.5700000000000001,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.0407,-0.0587,-0.0757,-0.0914,-0.1055,-0.1172,-0.127
0.58,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.0408,-0.0588,-0.07579999999999999,-0.0916,-0.106,-0.1178,-0.128
0.59,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.0409,-0.058899999999999994,-0.0759,-0.09179999999999999,-0.1065,-0.11839999999999999,-0.129
0.6,0.045,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059,-0.076,-0.092,-0.107,-0.119,-0.13
0.61,0.04495,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.05905,-0.0761,-0.0922,-0.10725,-0.11939999999999999,-0.1305
0.62,0.044899999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0591,-0.0762,-0.0924,-0.1075,-0.11979999999999999,-0.131
0.63,0.04485,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059149999999999994,-0.07629999999999999,-0.0926,-0.10775,-0.1202,-0.1315
0.64,0.0448,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059199999999999996,-0.0764,-0.0928,-0.108,-0.1206,-0.132
0.65,0.04475,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.05925,-0.0765,-0.093,-0.10825,-0.121,-0.1325
0.66,0.0447,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0593,-0.0766,-0.0932,-0.1085,-0.1214,-0.133
0.67,0.044649999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.05935,-0.0767,-0.0934,-0.10875,-0.12179999999999999,-0.1335
0.68,0.0446,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059399999999999994,-0.0768,-0.0936,-0.109,-0.1222,-0.134
0.6900000000000001,0.04455,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059449999999999996,-0.0769,-0.0938,-0.10925,-0.1226,-0.1345
0.7000000000000001,0.0445,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0595,-0.077,-0.094,-0.1095,-0.123,-0.135
0.71,0.044449999999999996,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.05955,-0.0771,-0.0942,-0.10975,-0.1234,-0.1355
0.72,0.044399999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0596,-0.0772,-0.0944,-0.11,-0.1238,-0.136
0.73,0.04435,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059649999999999995,-0.0773,-0.0946,-0.11025,-0.1242,-0.1365
0.74,0.0443,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059699999999999996,-0.0774,-0.0948,-0.1105,-0.1246,-0.137
0.75,0.04425,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.05975,-0.0775,-0.095,-0.11075,-0.125,-0.1375
0.76,0.044199999999999996,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0598,-0.0776,-0.0952,-0.111,-0.1254,-0.138
0.77,0.044149999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.05985,-0.0777,-0.0954,-0.11125,-0.1258,-0.1385
0.78,0.0441,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059899999999999995,-0.0778,-0.0956,-0.1115,-0.1262,-0.139
0.79,0.04405,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.059949999999999996,-0.0779,-0.0958,-0.11175,-0.1266,-0.1395
0.8,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06,-0.078,-0.096,-0.112,-0.127,-0.14
0.81,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06005,-0.0781,-0.0961,-0.11215,-0.1272,-0.1403
0.8200000000000001,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0601,-0.0782,-0.09620000000000001,-0.1123,-0.1274,-0.1406
0.8300000000000001,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.060149999999999995,-0.0783,-0.0963,-0.11245000000000001,-0.1276,-0.1409
0.84,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0602,-0.0784,-0.0964,-0.1126,-0.1278,-0.14120000000000002
0.85,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06025,-0.0785,-0.0965,-0.11275,-0.128,-0.14150000000000001
0.86,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0603,-0.0786,-0.0966,-0.1129,-0.1282,-0.1418
0.87,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06035,-0.0787,-0.09670000000000001,-0.11305,-0.12840000000000001,-0.1421
0.88,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.060399999999999995,-0.0788,-0.0968,-0.11320000000000001,-0.1286,-0.1424
0.89,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06045,-0.0789,-0.0969,-0.11335,-0.1288,-0.1427
0.9,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0605,-0.079,-0.097,-0.1135,-0.129,-0.14300000000000002
0.91,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06055,-0.0791,-0.0971,-0.11365,-0.1292,-0.1433
0.92,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0606,-0.0792,-0.09720000000000001,-0.1138,-0.12940000000000002,-0.1436
0.93,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.060649999999999996,-0.0793,-0.0973,-0.11395000000000001,-0.1296,-0.1439
0.9400000000000001,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0607,-0.0794,-0.0974,-0.11410000000000001,-0.1298,-0.1442
0.9500000000000001,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06075,-0.0795,-0.0975,-0.11425,-0.13,-0.1445
0.96,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.0608,-0.0796,-0.0976,-0.1144,-0.1302,-0.14479999999999998
0.97,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06085,-0.07970000000000001,-0.09770000000000001,-0.11455,-0.13040000000000002,-0.1451
0.98,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.060899999999999996,-0.0798,-0.0978,-0.11470000000000001,-0.1306,-0.1454
0.99,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.06095,-0.0799,-0.0979,-0.11485000000000001,-0.1308,-0.1457
1.0,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.098,-0.115,-0.131,-0.146
1.01,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09805,-0.11510000000000001,-0.13115000000000002,-0.1462
1.02,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.0981,-0.11520000000000001,-0.1313,-0.1464
1.03,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09815,-0.1153,-0.13145,-0.14659999999999998
1.04,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09820000000000001,-0.1154,-0.1316,-0.14679999999999999
1.05,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09825,-0.1155,-0.13175,-0.147
1.06,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.0983,-0.11560000000000001,-0.13190000000000002,-0.1472
1.07,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09835,-0.11570000000000001,-0.13205,-0.1474
1.08,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.0984,-0.1158,-0.1322,-0.14759999999999998
1.09,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09845000000000001,-0.1159,-0.13235,-0.1478
1.1,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.0985,-0.116,-0.1325,-0.148
1.11,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09855,-0.11610000000000001,-0.13265000000000002,-0.1482
1.12,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09860000000000001,-0.11620000000000001,-0.1328,-0.1484
1.1300000000000001,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09865,-0.1163,-0.13295,-0.14859999999999998
1.1400000000000001,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09870000000000001,-0.1164,-0.1331,-0.1488
1.1500000000000001,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09875,-0.1165,-0.13325,-0.149
1.16,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.0988,-0.11660000000000001,-0.13340000000000002,-0.1492
1.17,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09885000000000001,-0.11670000000000001,-0.13355,-0.1494
1.18,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.0989,-0.1168,-0.1337,-0.14959999999999998
1.19,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.09895000000000001,-0.1169,-0.13385,-0.1498
1.2,0.044,0.022,0.011,0.0,-0.011,-0.021,-0.041,-0.061,-0.08,-0.099,-0.117,-0.134,-0.15
1.21,0.043975,0.022,0.011,0.0,-0.011,-0.021,-0.041025,-0.061024999999999996,-0.08005,-0.09905,-0.11707500000000001,-0.1341,-0.150125
1.22,0.043949999999999996,0.022,0.011,0.0,-0.011,-0.021,-0.04105,-0.06105,-0.0801,-0.09910000000000001,-0.11715,-0.1342,-0.15025
1.23,0.043925,0.022,0.011,0.0,-0.011,-0.021,-0.041075,-0.061075,-0.08015,-0.09915,-0.11722500000000001,-0.1343,-0.15037499999999998
1.24,0.043899999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041100000000000005,-0.0611,-0.08020000000000001,-0.09920000000000001,-0.1173,-0.13440000000000002,-0.1505
1.25,0.043875,0.022,0.011,0.0,-0.011,-0.021,-0.041125,-0.061125,-0.08025,-0.09925,-0.11737500000000001,-0.1345,-0.150625
1.26,0.04385,0.022,0.011,0.0,-0.011,-0.021,-0.04115,-0.061149999999999996,-0.0803,-0.0993,-0.11745,-0.1346,-0.15075
1.27,0.043824999999999996,0.022,0.011,0.0,-0.011,-0.021,-0.041175,-0.061175,-0.08035,-0.09935000000000001,-0.117525,-0.13470000000000001,-0.15087499999999998
1.28,0.0438,0.022,0.011,0.0,-0.011,-0.021,-0.0412,-0.0612,-0.0804,-0.0994,-0.11760000000000001,-0.1348,-0.151
1.29,0.043774999999999994,0.022,0.011,0.0,-0.011,-0.021,-0.041225000000000005,-0.061225,-0.08045000000000001,-0.09945000000000001,-0.117675,-0.13490000000000002,-0.151125
1.3,0.04375,0.022,0.011,0.0,-0.011,-0.021,-0.04125,-0.06125,-0.0805,-0.0995,-0.11775000000000001,-0.135,-0.15125
1.31,0.043725,0.022,0.011,0.0,-0.011,-0.021,-0.041275,-0.061274999999999996,-0.08055,-0.09955,-0.117825,-0.1351,-0.15137499999999998
1.32,0.043699999999999996,0.022,0.011,0.0,-0.011,-0.021,-0.0413,-0.0613,-0.0806,-0.09960000000000001,-0.1179,-0.13520000000000001,-0.1515
1.33,0.043675,0.022,0.011,0.0,-0.011,-0.021,-0.041325,-0.061325,-0.08065,-0.09965,-0.117975,-0.1353,-0.151625
1.34,0.043649999999999994,0.022,0.011,0.0,-0.011,-0.021,-0.041350000000000005,-0.06135,-0.08070000000000001,-0.09970000000000001,-0.11805,-0.13540000000000002,-0.15175
1.35,0.043625,0.022,0.011,0.0,-0.011,-0.021,-0.041375,-0.061375,-0.08075,-0.09975,-0.11812500000000001,-0.1355,-0.15187499999999998
1.36,0.0436,0.022,0.011,0.0,-0.011,-0.021,-0.0414,-0.061399999999999996,-0.0808,-0.0998,-0.1182,-0.1356,-0.152
1.37,0.043574999999999996,0.022,0.011,0.0,-0.011,-0.021,-0.041425000000000003,-0.061425,-0.08085,-0.09985000000000001,-0.118275,-0.13570000000000002,-0.152125
1.3800000000000001,0.04355,0.022,0.011,0.0,-0.011,-0.021,-0.04145,-0.06145,-0.0809,-0.0999,-0.11835,-0.1358,-0.15225
1.3900000000000001,0.043524999999999994,0.022,0.011,0.0,-0.011,-0.021,-0.041475000000000005,-0.061475,-0.08095000000000001,-0.09995000000000001,-0.118425,-0.13590000000000002,-0.15237499999999998
1.4000000000000001,0.0435,0.022,0.011,0.0,-0.011,-0.021,-0.0415,-0.0615,-0.081,-0.1,-0.1185,-0.136,-0.1525
1.41,0.043475,0.022,0.011,0.0,-0.011,-0.021,-0.041525,-0.061524999999999996,-0.08105,-0.10005,-0.118575,-0.1361,-0.152625
1.42,0.043449999999999996,0.022,0.011,0.0,-0.011,-0.021,-0.041550000000000004,-0.06155,-0.0811,-0.10010000000000001,-0.11865,-0.13620000000000002,-0.15275
1.43,0.043425,0.022,0.011,0.0,-0.011,-0.021,-0.041575,-0.061575,-0.08115,-0.10015,-0.118725,-0.1363,-0.15287499999999998
1.44,0.043399999999999994,0.022,0.011,0.0,-0.011,-0.021,-0.041600000000000005,-0.0616,-0.08120000000000001,-0.10020000000000001,-0.1188,-0.13640000000000002,-0.153
1.45,0.043375,0.022,0.011,0.0,-0.011,-0.021,-0.041625,-0.061625,-0.08125,-0.10025,-0.118875,-0.1365,-0.153125
1.46,0.04335,0.022,0.011,0.0,-0.011,-0.021,-0.04165,-0.061649999999999996,-0.0813,-0.1003,-0.11895,-0.1366,-0.15325
1.47,0.043324999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041675000000000004,-0.061675,-0.08135,-0.10035000000000001,-0.119025,-0.13670000000000002,-0.15337499999999998
1.48,0.0433,0.022,0.011,0.0,-0.011,-0.021,-0.0417,-0.0617,-0.0814,-0.1004,-0.1191,-0.1368,-0.1535
1.49,0.043274999999999994,0.022,0.011,0.0,-0.011,-0.021,-0.041725000000000005,-0.061725,-0.08145000000000001,-0.10045000000000001,-0.119175,-0.13690000000000002,-0.153625
1.5,0.04325,0.022,0.011,0.0,-0.011,-0.021,-0.04175,-0.06175,-0.0815,-0.1005,-0.11925,-0.137,-0.15375
1.51,0.043225,0.022,0.011,0.0,-0.011,-0.021,-0.041775,-0.061775,-0.08155,-0.10055,-0.119325,-0.1371,-0.15387499999999998
1.52,0.043199999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041800000000000004,-0.0618,-0.0816,-0.10060000000000001,-0.11939999999999999,-0.13720000000000002,-0.154
1.53,0.043175,0.022,0.011,0.0,-0.011,-0.021,-0.041825,-0.061825,-0.08165,-0.10065,-0.119475,-0.1373,-0.154125
1.54,0.043149999999999994,0.022,0.011,0.0,-0.011,-0.021,-0.041850000000000005,-0.06185,-0.08170000000000001,-0.10070000000000001,-0.11955,-0.13740000000000002,-0.15425
1.55,0.043125,0.022,0.011,0.0,-0.011,-0.021,-0.041875,-0.061875,-0.08175,-0.10075,-0.119625,-0.1375,-0.15437499999999998
1.56,0.0431,0.022,0.011,0.0,-0.011,-0.021,-0.0419,-0.0619,-0.0818,-0.1008,-0.1197,-0.1376,-0.1545
1.57,0.043074999999999995,0.022,0.011,0.0,-0.011,-0.021,-0.041925000000000004,-0.061925,-0.08185,-0.10085000000000001,-0.11977499999999999,-0.13770000000000002,-0.154625
1.58,0.04305,0.022,0.011,0.0,-0.011,-0.021,-0.04195,-0.06195,-0.0819,-0.1009,-0.11985,-0.1378,-0.15475
1.59,0.043024999999999994,0.022,0.011,0.0,-0.011,-0.021,-0.041975000000000005,-0.061975,-0.08195000000000001,-0.10095000000000001,-0.11992499999999999,-0.13790000000000002,-0.15487499999999998
1.6,0.043,0.022,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.138,-0.155
1.61,0.043,0.021949999999999997,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13805,-0.1551
1.62,0.043,0.0219,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.1381,-0.1552
1.6300000000000001,0.043,0.021849999999999998,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13815000000000002,-0.1553
1.6400000000000001,0.043,0.0218,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13820000000000002,-0.1554
1.6500000000000001,0.043,0.02175,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13825,-0.1555
1.6600000000000001,0.043,0.0217,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.1383,-0.1556
1.67,0.043,0.02165,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13835,-0.1557
1.68,0.043,0.0216,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13840000000000002,-0.1558
1.69,0.043,0.02155,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13845000000000002,-0.1559
1.7,0.043,0.0215,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.1385,-0.156
1.71,0.043,0.02145,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13855,-0.1561
1.72,0.043,0.0214,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.1386,-0.1562
1.73,0.043,0.02135,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13865000000000002,-0.1563
1.74,0.043,0.0213,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13870000000000002,-0.1564
1.75,0.043,0.02125,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13875,-0.1565
1.76,0.043,0.0212,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.1388,-0.1566
1.77,0.043,0.021150000000000002,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13885,-0.1567
1.78,0.043,0.0211,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13890000000000002,-0.1568
1.79,0.043,0.021050000000000003,0.011,0.0,-0.011,-0.021,-0.042,-0.062,-0.082,-0.101,-0.12,-0.13895000000000002,-0.1569
